
add shopify export → Commit
Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Agentic Category (product.metafields.agentiq.apl_category),Agentic Description (product.metafields.agentiq.apl_description),Agentic Title (product.metafields.agentiq.apl_title),Product Source URL (product.metafields.custom.product_upload_source_url),Size (product.metafields.custom.size),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Vehicle application area (product.metafields.shopify.vehicle-application-area),Vehicle decor features (product.metafields.shopify.vehicle-decor-features),Vehicle type (product.metafields.shopify.vehicle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ford,,,,,,,,,Matt Black,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Bright Red,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Wine Red,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Dark Red,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Burgundy,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Vivid Orange,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Bright Yellow,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Dark Yellow,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Lime Green,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Light Green,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Grass Green,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Dark Green,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Aqua Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Light Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Arctic Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Royal Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Sky Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Traffic Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Dark Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Purple,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Hot Pink,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Brown,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Teal,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Maroon,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Beige,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Mint,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Peach,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Silver Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Black Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Gold Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Rose Gold Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Copper Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Purple Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Red Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Black Sparkles / Oil Slick Mix,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Gold Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Silver Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Rose Gold Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Black Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Light Blue Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Purple Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Red Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Green Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford,,,,,,,,,Pink Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,Ford ST Line Caliper Replacement Decals,"<p>Replace faded or damaged Ford ST Line caliper decals with precision-cut vinyl stickers, made to order at our UK studio.</p>

<p><strong>Kit Contents:</strong> 6 x Decals — 2x 110mm × 22mm, 2x 90mm × 18mm, 2x 70mm × 14mm — covering all four calipers on most vehicles.</p>

<p>Cut in-house at VinylHub in Chatteris, Cambridgeshire from premium automotive-grade vinyl. Available in 54 colour options including standard colours, sparkle finishes, and oil slick effects. Heat-resistant and weatherproof — handles rain, car washes, and road grime without lifting or fading. Compatible with Ford Fiesta ST Line, Focus ST Line, Puma ST Line, and other Ford ST Line models.</p>

<ul>
<li>Premium outdoor-rated vinyl</li>
<li>54 colour options including sparkle and oil slick</li>
<li>Easy peel-and-stick application</li>
<li>Dispatched within 1–3 working days from Cambridgeshire</li>
<li>Free UK delivery on orders over £30</li>
</ul>",VinylHub,"Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Maintenance, Care & Decor > Vehicle Decor > Vehicle Decals",Caliper Decal,"Bosozoku, Caliper, Die-cut vinyl stickers, dodge, Drift car stickers, FORD, Japanese car graphics, JDM car stickers, JDM sunstrip, JDM windscreen banner, jeep, Kanjozoku stickers, replacement, rt, ST, Streeto culture decals, Touge racing decals, TRD, UK car scene stickers, Vinyl car decals",true,Colour,Transparent,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1034/4310/4084/files/Screenshot2026-02-27005518.png?v=1782526669,1,"Close-up of a red brake caliper with 'ST Line' branding on a car wheel, featuring the Racetrackhub logo.",false,Ford ST Line Caliper Replacement Decals - VinylHub,"6 x Decals Total - Different Sizes 2x- 110mm x 22mm 2x- 90mm x 18mm 2x- 70mm x 14mm Bring your car's aesthetic to life with this design, custom made by VinylHub.store. Precision printed in house, our decals are made by car enthusiasts, for car enthusiasts. VinylHub Quality: Printed on premium, UV and weather-resistant vinyl. Finishes: Available in multiple vibrant finishes to match your build. Easy Install: Simple peel and stick application (just clean the surface first!). Shipping: Dispatched directly from our UK studio. - VinylHub",2722,,,,,,,,,,,,,,,,,,gold; silver; bronze; pink; brown; beige; purple; orange; black; nardo-grey; dove-grey; anthracite-grey-dark-grey; wine-red; dark-red; burgundy; bright-red; bright-yellow; grass-green; light-green; dark-yellow; dark-green; forest-green; light-blue; aqua; turquoise; gray; clear; white; pink-sparkles; green-sparkles; red-sparkles; purple-sparkles; light-blue-sparkles; black-sparkles-oil-slick-mix; silver-sparkles; black-sparkles; gold-sparkles; arctic-blue; sky-blue; traffic-blue; dark-blue; silver-oil-slick; black-oil-slick; gold-oil-slick; rose-gold-oil-slick; copper-oil-slick; purple-oil-slick; red-oil-slick,vinyl,exterior,easy-to-apply; waterproof,car,,g,,,active
ford-st-line,,,,,,,,,Gold,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Silver,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,White,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Matt White,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Nardo Grey,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Dove Grey,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Mid Grey,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Anthracite Grey,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Black,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Matt Black,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Bright Red,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Wine Red,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Dark Red,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Burgundy,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Vivid Orange,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Bright Yellow,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Dark Yellow,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Lime Green,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Light Green,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Grass Green,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Dark Green,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Aqua Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Light Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Arctic Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Royal Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Sky Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Traffic Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Dark Blue,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Purple,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Hot Pink,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Brown,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Teal,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Maroon,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Beige,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Mint,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Peach,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Silver Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Black Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Gold Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Rose Gold Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Copper Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Purple Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Red Oil Slick,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Black Sparkles / Oil Slick Mix,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Gold Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Silver Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Rose Gold Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Black Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Light Blue Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Purple Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Red Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Green Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
ford-st-line,,,,,,,,,Pink Sparkles,,,,,,,,,50.0,shopify,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
